h,1000,בֵּיצָה,Noun Feminine,betsah,(bay-tsaw'),an egg,egg ,From the same as (H948) buwts; an egg (from its whiteness) -- egg. see HEBREW (H948) buwts
h,1001,בִּירָא,Noun Feminine,bira,(bee-raw'),palace ,palace ,(Aramaic) corresponding to (H1002) biyrah; a palace -- palace. see HEBREW (H1002) biyrah
h,1002,בִּירָה,Noun Feminine,birah,(bee-raw'),"a castle, palace",palace ,Of foreign origin; a castle or palace -- palace.
h,1003,בִּירָנִית,Noun Feminine,biyraniyth,(bee-raw-neeth'),"a fortress, fortified place",castle ,From (H1002) biyrah; a fortress -- castle. see HEBREW (H1002) biyrah
h,1004,בּיִת,Noun Masculine,bayith,(bah'-yith),a house,"court, door, dungeon, family, forth of, great as would contain, hangings, ","Probably from (H1129) banah abbreviated; a house (in the greatest variation of applications, especially family, etc.) -- court, daughter, door, + dungeon, family, + forth of, X great as would contain, hangings, home(born), (winter)house(-hold), inside(-ward), palace, place, + prison, + steward, + tablet, temple, web, + within(-out). see HEBREW (H1129) banah "
h,1005,בּיִת,Noun Masculine,bayith,(bah-yith),a house,house ,(Aramaic) corresponding to (H1004) bayith -- house. see HEBREW (H1004) bayith
h,1006,בּיִת,Proper Name Location,Bayith,(bah'-yith),Bajith ,Bajith ,"The same as (H1004) bayith; Bajith, a place in Palestine -- Bajith. see HEBREW (H1004) bayith "
h,1007,בֵּית אָוֶן,Proper Name Location,Beyth \'Aven,(bayth aw'-ven),between,Beth-aven ,"From (H1004) bayith and (H205) 'aven; house of vanity; Beth- Aven, a place in Palestine -- Beth-aven. see HEBREW (H1004) bayith see HEBREW (H205) 'aven "
h,1008,בֵּית־אֵל,Proper Name Location,Betheel,(bayth-ale'),"house of God, a city in Ephraim, also a place in S. Judah",Beth-el ,"From (H1004) bayith and (H410) 'el; house of God; Beth-El, a place in Palestine -- Beth-el. see HEBREW (H1004) bayith see HEBREW (H410) 'el "
h,1009,בֵּית ארְבֵּאל,Proper Name Location,Beth Arebel,(bayth ar-bale'),"house of God\'s ambush, a place in Palestine",Beth-Arbel ,"From (H1004) bayith and (H695) 'ereb and (H410) 'el; house of God's ambush; Beth-Arbel, a place in Palestine -- Beth-Arbel. see HEBREW (H1004) bayith see HEBREW (H695) 'ereb see HEBREW (H410) 'el "
h,1010,בֵּית בַּעל מְעוֹן,Proper Name Location,Beth Baal Meon,(bayth bah'-al me-own'),"house of Baal of (the) habitation, a place East of the Jordan",Beth-baal-meon ,"From (H1004) bayith and (H1168) Ba'al and (H4583) ma'own; house of Baal of (the) habitation of (apparently by transposition); or (shorter) Beyth M own {bayth me-own'}; house of habitation of (Baal); Beth- Baal-Meon, a place in Palestine -- Beth-baal-meon. Compare (H1186) Ba'al m'own and (H1194) b'on. see HEBREW (H1004) bayith see HEBREW (H1168) Ba'al see HEBREW (H4583) ma'own see HEBREW (H1186) Ba'al m'own see HEBREW (H1194) b'on "
h,1011,בֵּית בִּרְאִי,Proper Name Location,Beth Biri,(bayth bir-ee'),"house of a creative one, a place in Palestine",Beth-birei ,"From (H1004) bayith and (H1254) bara'; house of a creative one; Beth-Biri, a place in Palestine -- Beth-birei. see HEBREW (H1004) bayith see HEBREW (H1254) bara' "
h,1012,בֵּית בָּרָה,Proper Name Location,Beth Barah,(bayth baw-raw'),"place of ford, a place in Palestine",Beth-barah ,"Probably from (H1004) bayith and (H5679) abarah; house of (the) ford; Beth-Barah, a place in Palestine -- Beth-barah. see HEBREW (H1004) bayith see HEBREW (H5679) abarah "
h,1013,בֵּית־גָּדֵר,Proper Name Location,Beth Gader,(bayth-gaw-dare'),"place of a wall, a place in Judah",Beth-gader ,"From (H1004) bayith and (H1447) gader; house of (the) wall; Beth-Gader, a place in Palestine -- Beth-gader. see HEBREW (H1004) bayith see HEBREW (H1447) gader "
h,1014,בֵּית גָּמוּל,Proper Name Location,Beth Gamul,(bayth gaw-mool'),"place of recompense, a place in Moab",Beth- gamul ,"From (H1004) bayith and the passive participle of (H1576) gmuwl; house of (the) weaned; Beth-Gamul, a place East of the Jordan -- Beth- gamul. see HEBREW (H1004) bayith see HEBREW (H1576) gmuwl "
h,1015,בֵּית דִּבְלָתיִם,Proper Name Location,Beth Diblathayim,(bayth dib-law-thah'-yim),a place in Moab,Beth-diblathaim ,"From (H1004) bayith and the dual of (H1690) dbelah; house of (the) two figcakes; Beth-Diblathajim, a place East of the Jordan -- Beth-diblathaim. see HEBREW (H1004) bayith see HEBREW (H1690) dbelah "
h,1016,בֵּית־דָּגוֹן,Proper Name Location,Beth-dagon,(bayth-daw-gohn'),"house of Dagon, two places in Palestine",Beth-dagon ,"From (H1004) bayith and (H1712) Dagown; house of Dagon; Beth-Dagon, the name of two places in Palestine -- Beth-dagon. see HEBREW (H1004) bayith see HEBREW (H1712) Dagown "
h,1017,בֵּית הָאֱלִי,Adjective,Beth Haeli,(bayth haw-el-ee'),an inhabitant of Bethel,Bethelite ,"Patrial from (H1008) Beyth-'El with the article interposed; a Beth-elite, or inhabitant of Bethel -- Bethelite. see HEBREW (H1008) Beyth-'El "
h,1018,בֵּית הָאֵצֶל,Proper Name Location,Beth Haetsel,(bayth haw-ay'-tsel),a place in Judah,Beth- ezel ,"From (H1004) bayith and (H681) 'etsel with the article interposed; house of the side; Beth-ha-Etsel, a place in Palestine -- Beth- ezel. see HEBREW (H1004) bayith see HEBREW (H681) 'etsel "
h,1019,בֵּית הגִּלְגָּל,Proper Name Location,Beth Haggilgal,(bayth hag-gil gawl'),"house of the Gilgal, a place in Palestine",Beth-gilgal ,"From (H1004) bayith and (H1537) Gilgal with the article interposed; house of Gilgal (or rolling); Beth-hag-Gilgal, a place in Palestine -- Beth-gilgal. see HEBREW (H1004) bayith see HEBREW (H1537) Gilgal "
h,1020,בֵּית היְשִׁימוֹת,Proper Name Location,Beth Hayshimoth,(bayth hah-yesh-ee-moth'),"place of the desert, a place East of the Jordan in Moab",Beth-jeshimoth ,"From (H1004) bayith and the plural of (H3451) yshiymah with the article interposed; house of the deserts; Beth-ha- Jeshimoth, a town East of the Jordan -- Beth-jeshimoth. see HEBREW (H1004) bayith see HEBREW (H3451) yshiymah "
h,1021,בֵּית הכֶּרֶם,Proper Name Location,Beth Hakkerem,(bayth hak-keh'-rem),"vineyard place, a place in Judah",Beth-haccerem ,"From (H1004) bayith and (H3754) kerem with the article interposed; house of the vineyard; Beth-hak-Kerem, a place in Palestine -- Beth-haccerem. see HEBREW (H1004) bayith see HEBREW (H3754) kerem "
h,1022,בֵּית הלּחְמִי,Adjective,Beth Hallachmi,(bayth hal-lakh-mee'),an inhabitant of Bethlehem,Bethlehemite ,"Patrial from (H1035) Beyth Lechem with the article inserted; a Beth-lechemite, or native of Bethlechem -- Bethlehemite. see HEBREW (H1035) Beyth Lechem "
h,1023,בֵּית המֶּרְחָק,Proper Name Location,beth hammerchaq,(bayth ham-mer-khawk'),"Beth-ham-Merchak, a place in Palestine -- place that was far off","Beth-ham-Merchak, a place in Palestine -- place that was far off","From (H1004) bayith and (H4801) merchaq with the article interposed; house of the breadth; Beth-ham-Merchak, a place in Palestine -- place that was far off. see HEBREW (H1004) bayith see HEBREW (H4801) merchaq "
h,1024,בֵּית המּרְכָּבוֹת,Proper Name Location,Beth Hammarkaboth or Beth Markaboth,(bayth ham-mar-kaw-both'),"place of chariots, a place in Simeon",Beth-marcaboth ,"Or (shortened) Beyth Mar-kabowth {bayth mar-kaw-both'}; from (H1004) bayith and the plural of (H4818) merkabah (with or without the article interposed); place of (the) chariots; Beth-ham-Markaboth or Beth-Markaboth, a place in Palestine -- Beth-marcaboth. see HEBREW (H1004) bayith see HEBREW (H4818) merkabah "
h,1025,בֵּית הָעֵמֶק,Proper Name Location,Beth Haemeq,(bayth haw-Ay'-mek),"valley house, a place on the border of Asher",Beth- emek ,"From (H1004) bayith and (H6010) emeq with the article interposed; house of the valley; Beth-ha-Emek, a place in Palestine -- Beth- emek. see HEBREW (H1004) bayith see HEBREW (H6010) emeq "
