h,6000,עָמָל,Proper Name Masculine,Amal,(aw-mawl'),"trouble, an Asherite",Amal ,"The same as (H5999) amal; Amal, an Israelite -- Amal. see HEBREW (H5999) amal "
h,6001,עָמֵל,noun masculine,amel,(aw-male'),"a laborer, sufferer","that labors, that is a misery, had taken labor, wicked, workman ","From (H5998) amal; toiling; concretely, a laborer; figuratively, sorrowful -- that laboureth, that is a misery, had taken (labour), wicked, workman. see HEBREW (H5998) amal "
h,6002,עֲמָלֵק,Proper Name Masculine,Amaleq,(am-aw-lake'),"a descendant of Esau, also his posterity",Amalek ,"Probably of foreign origin; Amalek, a descendant of Esau; also his posterity and their country -- Amalek. "
h,6003,עֲמָלֵקִי,Adjective,Amaleqi,(am-aw-lay-kee'),descendant of Amalek,Amalekites ,Patronymically from (H6002) Amaleq; an Amalekite (or collectively the Amalekites) or descendants of Amalek -- Amalekite(-s). see HEBREW (H6002) Amaleq
h,6004,עָמַם,Verb,amam,(aw-mam'),"to darken, dim","become dim, hide ","A primitive root; to associate; by implication, to overshadow (by huddling together) -- become dim, hide. "
h,6005,עִמָּנוּאֵל,Proper Name Masculine,Immanuel,(im-maw-noo-ale'),"with us is God, the name of a child",Immanuel ,"From (H5973) im and (H410) 'el with a pronominal suffix inserted; with us (is) God; Immanuel, a type name of Isaiah's son -- Immanuel. see HEBREW (H5973) im see HEBREW (H410) 'el "
h,6006,עָמַס,Verb,amas,(aw-mas'),"to load, carry a load","be borne, heavy burden self, lade, load, put ","Or mamas {aw-mas'}; a primitive root; to load, i.e. Impose a burden (or figuratively, infliction) -- be borne, (heavy) burden (self), lade, load, put. "
h,6007,עֲמַסְיָה,Proper Name Masculine,Amasyah,(am-as-yaw'),"Yah has loaded, a man of Judah",Amasiah ,"From (H6006) amac and (H3050) Yahh; Jah has loaded; Amasjah, an Israelite -- Amasiah. see HEBREW (H6006) amac see HEBREW (H3050) Yahh "
h,6008,עַמְעָד,Proper Name Location,Amad,(am-awd'),a place in Asher,Amad ,"From (H5971) am and (H5703) ad; people of time; Amad, a place in Palestine -- Amad. see HEBREW (H5971) am see HEBREW (H5703) ad "
h,6009,עָמַק,Verb,amoq,(aw-mak'),to be deep,"have, make, seek deeply, depth, be profound ","A primitive root; to be (causatively, make) deep (literally or figuratively) -- (be, have, make, seek) deep(-ly), depth, be profound. "
h,6010,עֵמֶק,Noun Masculine,emeq,(ay'-mek),a vale,"dale, vale, valley often used as a part of proper names ","From (H6009) amaq; a vale (i.e. Broad depression) -- dale, vale, valley (often used as a part of proper names). See also (H1025) Beyth ha-'Emeq. see HEBREW (H6009) amaq see HEBREW (H1025) Beyth ha-'Emeq "
h,6011,עֹמֶק,Noun Masculine,omeq,(o'-mek),depth,depth ,From (H6009) amaq; depth -- depth. see HEBREW (H6009) amaq
h,6012,עָמֵק,Adjective,ameq,(aw-make'),"deep, unfathomable","deeper, depth, strange ","From (H6009) amaq; deep (literally or figuratively) -- deeper, depth, strange. see HEBREW (H6009) amaq "
h,6013,עָמֹק,Adjective,amoq,(aw-moke'),deep,exceeding deep thing ,From (H6009) amaq; deep (literally or figuratively) -- (X exceeding) deep (thing). see HEBREW (H6009) amaq
