g,5326,"φάντασμα, ατος, τό","Noun, Neuter",phantasma,(fan'-tas-mah),"an appearance, apparition",spirit. ,"From  (G5324) phantazo; (properly concrete) a (mere) show (""phantasm""), i.e. Spectre -- spirit. <p>see GREEK  (G5324) phantazo "
g,5327,"φάραγξ, αγγος, ἡ","Noun, Feminine",pharagx,(far'-anx),"a chasm, ravine",valley. ,"Properly, strengthened from the base of  (G4008) peran or rather of  (G4486) rhegnumi; a gap or chasm, i.e. Ravine (winter-torrent) -- valley. <p>see GREEK  (G4486) rhegnumi <p>see GREEK  (G4008) peran "
g,5328,"Φαραώ, ὁ","Proper Noun, Indeclinable",Pharaó,(far-ah-o'),"Pharaoh, an Eg. king",Pharaoh. ,"Of foreign origin ( (H6547) Par'oh); Pharao (i.e. Pharoh), an Egyptian king -- Pharaoh. <p>see HEBREW  (H6547) Par'oh "
g,5329,"Φαρές, ὁ","Proper Noun, Indeclinable",Phares,(far-es'),"Perez, an Israelite",Perez,"Of Hebrew origin ( (H6557) Perets); Phares (i.e. Perets), an Israelite -- Phares. <p>see HEBREW  (H6557) Perets "
g,5330,"Φαρισαῖος, ου, ὁ","Noun, Masculine",Pharisaios,(far-is-ah'-yos),"a Pharisee, member of a Jewish religious sect",Pharisee. ,"Of Hebrew origin (compare  (H6567) parash); a separatist, i.e. Exclusively religious; a Pharisean, i.e. Jewish sectary -- Pharisee. <p>see HEBREW  (H6567) parash "
g,5331,"φαρμακεία, ας, ἡ","Noun, Feminine",pharmakeia,(far-mak-i'-ah),"the use of medicine, drugs or spells","sorcery, witchcraft. ","From  (G5332) pharmakeus; medication (""pharmacy""), i.e. (by extension) magic (literally or figuratively) -- sorcery, witchcraft. <p>see GREEK  (G5332) pharmakeus "
g,5332,φαρμακεύς,-,pharmakeus,(far-mak-yoos'),sorcerer,sorcerer. ,"From pharmakon (a drug, i.e. Spell-giving potion); a druggist (""pharmacist"") or poisoner, i.e. (by extension) a magician -- sorcerer. "
g,5333,"φάρμακος, οῦ, ὁ","Noun, Masculine",pharmakos,(far-mak-os'),"a poisoner, sorcerer, magician",sorcerer. ,The same as  (G5332) pharmakeus -- sorcerer.
g,5334,"φάσις, εως, ἡ","Noun, Feminine",phasis,(fas'-is),"information, a report",tidings. ,"From  (G5346) phemi (not the same as ""phase"", which is from  (G5316) phaino); a saying, i.e. Report -- tidings. <p>see GREEK  (G5346) phemi <p>see GREEK  (G5316) phaino "
g,5335,φάσκω,Verb,phaskó,(fas'-ko),"to affirm, assert","affirm, profess, say. ","Prolongation from the same as  (G5346) phemi; to assert -- affirm, profess, say. <p>see GREEK  (G5346) phemi "
