h,5000,נָאוֶה,Adjective,naveh,(naw-veh'),"comely, seemly","becometh, comely, seemly ","From (H4998) na'ah or (H5116) naveh; suitable, or beautiful -- becometh, comely, seemly. see HEBREW (H4998) na'ah see HEBREW (H5116) naveh "
h,5001,נָאַם,Verb,naam,(naw-am'),"to utter a prophecy, speak as a prophet",say ,"A primitive root; properly, to whisper, i.e. (by implication) to utter as a oracle -- say. "
h,5002,נְאֻם,Noun Masculine,neum,(neh-oom'),utterance,"has said, said ","From (H5001) na'am; an oracle -- (hath) said, saith. see HEBREW (H5001) na'am "
h,5003,נָאַף,Verb,naaph,(naw-af'),to commit adultery,"adultereress, committing adultery, woman that breaks wedlock ","A primitive root; to commit adultery; figuratively, to apostatize -- adulterer(-ess), commit(-ing) adultery, woman that breaketh wedlock. "
h,5004,נִאֻף,Noun Masculine,niuph,(nee-oof'),adultery,adultery ,From (H5003) na'aph; adultery -- adultery. see HEBREW (H5003) na'aph
h,5005,נַאֲפוּף,Noun Masculine,naaphuph,(nah-af-oof'),adultery,adultery ,From (H5003) na'aph; adultery -- adultery. see HEBREW (H5003) na'aph
h,5006,נָאַץ,Verb,naats,(naw-ats'),"to spurn, treat with contempt","abhor, give occasion to blaspheme, contemn, despise, flourish, great, provoke ","A primitive root; to scorn; or (Ecclesiastes 12:5) by interchange for (H5132) nuwts, to bloom -- abhor, (give occasion to) blaspheme, contemn, despise, flourish, X great, provoke. see HEBREW (H5132) nuwts "
h,5007,נְאָצָה,Noun Feminine,n\'atsah,(neh-aw-tsaw'),contempt,blasphemy ,Or nematsah {neh-aw-tsaw'}; from (H5006) na'ats; scorn -- blasphemy. see HEBREW (H5006) na'ats
h,5008,נָאַק,Verb,naaq,(naw-ak'),to groan,groan ,A primitive root; to groan -- groan.
h,5009,נְאָקָה,Noun Feminine,neaqah,(neh-aw-kaw'),"a groan, groaning",groaning ,From (H5008) na'aq; a groan -- groaning. see HEBREW (H5008) na'aq
h,5010,נָאַר,Verb,naar,(naw-ar'),"probably to abhor, spurn","abhor, make void ","A primitive root; to reject -- abhor, make void. "
h,5011,נֹב,Proper Name Location,Nob,(nobe),"a priestly city, perhaps also a place North of Jer",Nob ,"The same as (H5108) nowb; fruit; Nob, a place in Palestine -- Nob. see HEBREW (H5108) nowb "
h,5012,נָבָא,Verb,naba,(naw-baw'),to prophesy,"prophesying, make self a prophet ","A primitive root; to prophesy, i.e. Speak (or sing) by inspiration (in prediction or simple discourse) -- prophesy(-ing), make self a prophet. "
h,5013,נְבָא,Verb,neba,(neb-aw'),prophesy ,prophesy ,(Aramaic) corresponding to (H5012) naba' -- prophesy. see HEBREW (H5012) naba'
h,5014,נָבַב,Verb,nabab,(naw-bab'),to hollow out,"hollow, vain ","A primitive root; to pierce; to be hollow, or (figuratively) foolish -- hollow, vain. "
h,5015,נְבוֹ,"proper name, of a location; proper name, of a divinity",Nbow,(neb-o'),"a city in Moab, also a mountain in Moab",Nebo ,"Probably of foreign derivation; Nebo, the name of a Babylonian deity, also of a mountain in Moab, and of a place in Palestine -- Nebo. "
h,5016,נְבוּאָה,Noun Feminine,nebuah,(neb-oo-aw'),prophecy,prophecy ,From (H5012) naba'; a prediction (spoken or written) -- prophecy. see HEBREW (H5012) naba'
h,5017,נְבוּאָה,Noun Feminine,nebuah,(neb-oo-aw),a prophesying,prophesying ,(Aramaic) corresponding to (H5016) nbuw'ah; inspired teaching -- prophesying. see HEBREW (H5016) nbuw'ah
h,5018,נְבוּזַרְאֲדָן,Proper Name Masculine,Nebuzaradan,(neb-oo-zar-ad-awn'),"Nebo has given seed, a Bab. general",Nebuzaradan ,"Of foreign origin; Nebuzaradan, a Babylonian general -- Nebuzaradan. "
