g,1330,διέρχομαι,Verb,dierchomai,(dee-er'-khom-ahee),"to go through, go about, to spread","come, depart, go, pass.","From  (G1223) dia and  (G2064) erchomai; to traverse (literally) -- come, depart, go (about, abroad, everywhere, over, through, throughout), pass (by, over, through, throughout), pierce through, travel, walk through. see GREEK  (G1223) dia see GREEK  (G2064) erchomai "
g,1331,διερωτάω,Verb,dierótaó,(dee-er-o-tah'-o),to find by inquiry,"to ask about, learn by inquiry","From  (G1223) dia and  (G2065) erotao; to question throughout, i.e. Ascertain by interrogation -- make enquiry foreign see GREEK  (G1223) dia see GREEK  (G2065) erotao "
g,1332,"διετής, ές",Adjective,dietés,(dee-et-ace'),"lasting two years, two years old",two years old. ,From  (G1364) dis and  (G2094) etos; of two years (in age) -- two years old. see GREEK  (G1364) dis see GREEK  (G2094) etos
g,1333,"διετία, ας, ἡ","Noun, Feminine",dietia,(dee-et-ee'-a),a space of two years,two years. ,From  (G1332) dietes; a space of two years (biennium) -- two years. see GREEK  (G1332) dietes
g,1334,διηγέομαι,Verb,diégeomai,(dee-ayg-eh'-om-ahee),to relate fully,"declare, show, tell. ","From  (G1223) dia and  (G2233) hegeomai; to relate fully -- declare, shew, tell. see GREEK  (G1223) dia see GREEK  (G2233) hegeomai "
g,1335,"διήγησις, εως, ἡ","Noun, Feminine",diégésis,(dee-ayg'-es-is),a narrative,declaration. ,From  (G1334) diegeomai; a recital -- declaration. see GREEK  (G1334) diegeomai
g,1336,"διηνεκής, ές",Adjective,diénekés,(dee-ay-nek-es'),"carried through, continuous","continually, forever.","Neuter of a compound of  (G1223) dia and a derivative of an alternate of  (G5342) phero; carried through, i.e. (adverbially with  (G1519) eis and  (G3588) ho prefixed) perpetually -- + continually, for ever. see GREEK  (G1223) dia see GREEK  (G5342) phero see GREEK  (G1519) eis see GREEK  (G3588) ho "
g,1337,"διθάλασσος, ον",Adjective,dithalassos,(dee-thal'-as-sos),"divided into two seas, dividing the sea (as a reef)",where two seas meet. ,"From  (G1364) dis and  (G2281) thalassa; having two seas, i.e. A sound with a double outlet -- where two seas meet. see GREEK  (G1364) dis see GREEK  (G2281) thalassa "
g,1338,διϊκνέομαι,Verb,diikneomai,(dee-ik-neh'-om-ahee),"to go through, penetrate",pierce. ,"From  (G1223) dia and the base of  (G2425) hikanos; to reach through, i.e. Penetrate -- pierce. see GREEK  (G1223) dia see GREEK  (G2425) hikanos "
g,1339,διΐστημι,Verb,diistémi,(dee-is'-tay-mee),"to set apart, to intervene, make an interval","go further, be parted.","From  (G1223) dia and  (G2476) histemi; to stand apart, i.e. (reflexively) to remove, intervene -- go further, be parted, after the space of. see GREEK  (G1223) dia see GREEK  (G2476) histemi "
g,1340,διϊσχυρίζομαι,Verb,diischurizomai,(dee-is-khoo-rid'-zom-ahee),"to lean upon, affirm confidently",confidently affirm. ,"From  (G1223) dia and a derivative of  (G2478) ischuros; to stout it through, i.e. Asservate -- confidently (constantly) affirm. see GREEK  (G1223) dia see GREEK  (G2478) ischuros "
g,1341,"δικαιοκρισία, ας, ἡ","Noun, Feminine",dikaiokrisia,(dik-ah-yok-ris-ee'-ah),righteous judgment,righteous judgment. ,From  (G1342) dikaios and  (G2920) krisis; a just sentence -- righteous judgment. see GREEK  (G1342) dikaios see GREEK  (G2920) krisis
g,1342,"δίκαιος, ία, ιον",Adjective,dikaios,(dik'-ah-yos),"correct, righteous, by implication innocent","just, righteous.","From  (G1349) dike; equitable (in character or act); by implication, innocent, holy (absolutely or relatively) -- just, meet, right(-eous). see GREEK  (G1349) dike "
g,1343,"δικαιοσύνη, ης, ἡ","Noun, Feminine",dikaiosuné,(dik-ah-yos-oo'-nay),"righteousness, justice",righteousness. ,From  (G1342) dikaios; equity (of character or act); specially (Christian) justification -- righteousness. see GREEK  (G1342) dikaios
g,1344,δικαιόω,Verb,dikaioó,(dik-ah-yo'-o),"to show to be righteous, declare righteous","free, justify, be righteous. ","From  (G1342) dikaios; to render (i.e. Show or regard as) just or innocent -- free, justify(-ier), be righteous. see GREEK  (G1342) dikaios "
g,1345,"δικαίωμα, ατος, τό","Noun, Neuter",dikaióma,(dik-ah'-yo-mah),"an ordinance, a sentence of acquittal or condemnation, a righteous deed","judgment, justification, ordinance ","From  (G1344) dikaioo; an equitable deed; by implication, a statute or decision -- judgment, justification, ordinance, righteousness. see GREEK  (G1344) dikaioo "
g,1346,δικαίως,Adverb,dikaiós,(dik-ah'-yoce),"righteously, justly","justly, righteously. ","Adverb from  (G1342) dikaios; equitably -- justly, (to) righteously(-ness). see GREEK  (G1342) dikaios "
g,1347,"δικαίωσις, εως, ἡ","Noun, Feminine",dikaiósis,(dik-ah'-yo-sis),"the act of pronouncing righteous, acquittal",justification. ,From  (G1344) dikaioo; aquittal (for Christ's sake) -- justification. see GREEK  (G1344) dikaioo
g,1348,"δικαστής, οῦ, ὁ","Noun, Masculine",dikastés,(dik-as-tace'),a judge,judge. ,From a derivative of  (G1349) dike; a judger -- judge. see GREEK  (G1349) dike
g,1349,"δίκη, ης, ἡ","Noun, Feminine",diké,(dee'-kay),"right (as self-evident), justice (the principle, a decision or its execution)","penalty, punishment","Probably from  (G1166) deiknuo; right (as self-evident), i.e. Justice (the principle, a decision, or its execution) -- judgment, punish, vengeance. see GREEK  (G1166) deiknuo "
g,1350,"δίκτυον, ου, τό","Noun, Neuter",diktuon,(dik'-too-on),a net,net. ,Probably from a primary verb diko (to cast); a seine (for fishing) -- net.
