g,4332,προσεδρεύω,Verb,prosedreuó,(pros-ed-ryoo'-o),"wait on, serve","wait on, serve","From a compound of  (G4314) pros and the base of  (G1476) hedraios; to sit near, i.e. Attend as a servant -- wait at. see GREEK  (G4314) pros see GREEK  (G1476) hedraios "
g,4333,προσεργάζομαι,Verb,prosergazomai,(pros-er-gad'-zom-ahee),"to work besides, to gain besides",gain. ,"From  (G4314) pros and  (G2038) ergazomai; to work additionally, i.e. (by implication) acquire besides -- gain. see GREEK  (G4314) pros see GREEK  (G2038) ergazomai "
g,4334,προσέρχομαι,Verb,proserchomai,(pros-er'-khom-ahee),"to approach, to draw near","approach, come to","From  (G4314) pros and  (G2064) erchomai (including its alternate); to approach, i.e. (literally) come near, visit, or (figuratively) worship, assent to -- (as soon as he) come (unto), come thereunto, consent, draw near, go (near, to, unto). see GREEK  (G4314) pros see GREEK  (G2064) erchomai "
g,4335,"προσευχή, ῆς, ἡ","Noun, Feminine",proseuché,(pros-yoo-khay'),prayer,earnest prayer. ,"From  (G4336) proseuchomai; prayer (worship); by implication, an oratory (chapel) -- X pray earnestly, prayer. see GREEK  (G4336) proseuchomai "
g,4336,προσεύχομαι,Verb,proseuchomai,(pros-yoo'-khom-ahee),to pray,"pray, supplicate, worship","From  (G4314) pros and  (G2172) euchomai; to pray to God, i.e. Supplicate, worship -- pray (X earnestly, for), make prayer. see GREEK  (G4314) pros see GREEK  (G2172) euchomai "
g,4337,προσέχω,Verb,prosechó,(pros-ekh'-o),"to hold to, turn to, attend to","to attend to, give heed to","From  (G4314) pros and  (G2192) echo; (figuratively) to hold the mind ( (G3563) nous implied) towards, i.e. Pay attention to, be cautious about, apply oneself to, adhere to -- (give) attend(-ance, -ance at, -ance to, unto), beware, be given to, give (take) heed (to unto); have regard. see GREEK  (G4314) pros see GREEK  (G2192) echo "
g,4338,προσηλόω,Verb,proséloó,(pros-ay-lo'-o),to nail to,nail to. ,"From  (G4314) pros and a derivative of  (G2247) helos; to peg to, i.e. Spike fast -- nail to. see GREEK  (G4314) pros see GREEK  (G2247) helos "
g,4339,"προσήλυτος, ου, ὁ","Noun, Masculine",prosélutos,(pros-ay'-loo-tos),"one who has arrived (at Judaism), a proselyte",proselyte. ,"From the alternate of  (G4334) proserchomai; an arriver from a foreign region, i.e. (specially), an acceder (convert) to Judaism (""proselyte"") -- proselyte. see GREEK  (G4334) proserchomai "
g,4340,"πρόσκαιρος, ον",Adjective,proskairos,(pros'-kahee-ros),"in season, temporary","temporary, for a season","From  (G4314) pros and  (G2540) kairos; for the occasion only, i.e. Temporary -- dur-(eth) for awhile, endure for a time, for a season, temporal. see GREEK  (G4314) pros see GREEK  (G2540) kairos "
g,4341,προσκαλέω,Verb,proskaleó,(pros-kal-eh'-om-ahee),to call to,"summon, call to","Middle voice from  (G4314) pros and  (G2564) kaleo; to call toward oneself, i.e. Summon, invite -- call (for, to, unto). see GREEK  (G4314) pros see GREEK  (G2564) kaleo "
