g,2330,"θέρος, ους, τό","Noun, Neuter",theros,(ther'-os),summer,summer. ,"From a primary thero (to heat); properly, heat, i.e. Summer -- summer. "
g,2331,"Θεσσαλονικεύς, έως, ὁ","Noun, Masculine",Thessalonikeus,(thes-sal-on-ik-yoos'),a Thessalonian,Thessalonian. ,"From  (G2332) Thessalonike; a Thessalonican, i.e. Inhabitant of Thessalonice -- Thessalonian. see GREEK  (G2332) Thessalonike "
g,2332,"Θεσσαλονίκη, ης, ἡ","Noun, Feminine",Thessaloniké,(thes-sal-on-ee'-kay),"Thessalonica, a city of Macedonia",Thessalonica. ,"From Thessalos (a Thessalian) and  (G3529) nike; Thessalonice, a place in Asia Minor -- Thessalonica. see GREEK  (G3529) nike "
g,2333,"Θευδᾶς, ᾶ, ὁ","Noun, Masculine",Theudas,(thyoo-das'),"Theudas, an Israelite",Theudas. ,"Of uncertain origin; Theudas, an Israelite -- Theudas. "
g,2334,θεωρέω,Verb,theóreó,(theh-o-reh'-o),"to look at, gaze","behold, consider, look on","From a derivative of  (G2300) theaomai (perhaps by addition of  (G3708) horao); to be a spectator of, i.e. Discern, (literally, figuratively (experience) or intensively (acknowledge)) -- behold, consider, look on, perceive, see. Compare  (G3700) optanomai. see GREEK  (G2300) theaomai see GREEK  (G3708) horao see GREEK  (G3700) optanomai "
g,2335,"θεωρία, ας, ἡ","Noun, Feminine",theória,(theh-o-ree'-ah),"a viewing, a spectacle",sight. ,"From the same as  (G2334) theoreo; spectatorship, i.e. (concretely) a spectacle -- sight. see GREEK  (G2334) theoreo "
g,2336,"θήκη, ῆς, ἡ","Noun, Feminine",théké,(thay'-kay),a receptacle,sheath. ,"From  (G5087) tithemi; a receptacle, i.e. Scabbard -- sheath. see GREEK  (G5087) tithemi "
g,2337,θηλάζω,Verb,thélazó,(thay-lad'-zo),to suckle,"to suckle, suck. ","From thele (the nipple); to suckle, (by implication) to suck -- (give) suck(-ling). "
g,2338,"θῆλυς, εια, υ",Adjective,thélus,(thay'-loos),female,"female, woman. ","From the same as  (G2337) thelazo; female -- female, woman. see GREEK  (G2337) thelazo "
g,2339,"θήρα, ας, ἡ","Noun, Feminine",théra,(thay'-rah),"a hunting, prey",trap. ,"From ther (a wild animal, as game); hunting, i.e. (figuratively) destruction -- trap. "
g,2340,θηρεύω,Verb,théreuó,(thay-ryoo'-o),to hunt,catch. ,"From  (G2339) thera; to hunt (an animal), i.e. (figuratively) to carp at -- catch. see GREEK  (G2339) thera "
