h,7003,קִטְרוֹן,Proper Name Location,Qitron,(kit-rone'),a city in Zebulun,Kitron ,"From (H6999) qatar; fumigative; Kitron, a place in Palestine -- Kitron. see HEBREW (H6999) qatar "
h,7004,קְטֹרֶת,Noun Feminine,qetoreth,(ket-o'-reth),"smoke, odor of (burning) sacrifice, incense","sweet incense, perfume ","From (H6999) qatar; a fumigation -- (sweet) incense, perfume. see HEBREW (H6999) qatar "
h,7005,קַטָּת,Proper Name Location,Qattath,(kat-tawth'),a city in Zebulun,Kattath ,"From (H6996) qatan; littleness; Kattath, a place in Palestine -- Kattath. see HEBREW (H6996) qatan "
h,7006,קָיָה,Verb,qayah,(kaw-yaw'),"to vomit up, spew out",spue ,A primitive root; to vomit -- spue.
h,7007,קַיִט,Noun Masculine,qayit,(kah'-yit),summer,summer ,(Aramaic) corresponding to (H7019) qayits; harvest -- summer. see HEBREW (H7019) qayits
h,7008,קִיטוֹר,Noun Masculine,qitor,(kee-tore'),thick smoke,"smoke, vapur ","Or qiytor {kee-tore'}; from (H6999) qatar; a fume, i.e. Cloud -- smoke, vapour. see HEBREW (H6999) qatar "
h,7009,קִים,Noun Masculine,qim,(keem),adversary,substance ,"From (H6965) quwm; an opponent (as rising against one), i.e. (collectively) enemies -- substance. see HEBREW (H6965) quwm "
h,7010,קְיָם,Noun Masculine,qeyam,(keh-yawm'),a statute,"decree, statute ","(Aramaic) from (H6966) quwm; an edict (as arising in law) -- decree, statute. see HEBREW (H6966) quwm "
h,7011,קַיָּם,Adjective,qayyam,(kah-yawm'),enduring,"steadfast, sure ","(Aramaic) from (H6966) quwm; permanent (as rising firmly) -- stedfast, sure. see HEBREW (H6966) quwm "
h,7012,קִימָה,Noun Feminine,qimah,(kee-maw'),rising up,rising up ,From (H6965) quwm; an arising -- rising up. see HEBREW (H6965) quwm
h,7013,קַיִן,Noun Masculine,qayin,(kah'-yin),a spear,spear ,From (H6969) quwn in the original sense of fixity; a lance (as striking fast) -- spear. see HEBREW (H6969) quwn
