h,2002,הַמְנִיךְ,Noun Masculine,hamnika,(ham-neek'),"a chain, necklace",chain ,(Aramaic) but the text is hamuwnek {ham-oo-nayk'}; of foreign origin; a necklace -- chain.
h,2003,הָמָס,Noun Masculine,hemes,(haw-mawce'),brushwood,melting ,From an unused root apparently meaning to crackle; a dry twig or brushwood -- melting.
h,2004,הֵן,pronoun plural feminine,hen,(hane),they,"in, such like, with them, thereby, therein, more than they, wherein, in which, ","Feminine plural from (H1931) huw'; they (only used when emphatic) -- X in, such like, (with) them, thereby, therein, (more than) they, wherein, in which, whom, withal. see HEBREW (H1931) huw' "
h,2005,הֵן,demonstrative adverb; interjection; hypothetical particle; conjunction,hen,(hane),lo! behold!,"behold, if, lo, though ","A primitive particle; lo!; also (as expressing surprise) if -- behold, if, lo, though. "
h,2006,הֵן,Interjection,hen,(hane),"if, whether","that if, or, whether ","(Aramaic) corresponding to (H2005) hen: lo! Also there(-fore), (un-)less, whether, but, if -- (that) if, or, whether. see HEBREW (H2005) hen "
h,2007,הֵנָּה,pronoun plural feminine,hennah,(hane'-naw),they,"in, such and such things, their, into them, thence, therein, these, they had, ","Prolongation for (H2004) hen; themselves (often used emphatic for the copula, also in indirect relation) -- X in, X such (and such things), their, (into) them, thence, therein, these, they (had), on this side, whose, wherein. see HEBREW (H2004) hen "
h,2008,הֵנָּה,Adverb,hennah,(hane'-naw),hither,"here, hitherto, now, on this that side, since, this that way, thitherward, thus far, ","From (H2004) hen; hither or thither (but used both of place and time) -- here, hither(-to), now, on this (that) side, + since, this (that) way, thitherward, + thus far, to...fro, + yet. see HEBREW (H2004) hen "
h,2009,הִנֵּה,demonstrative particle,hinneh,(hin-nay'),lo! behold!,"behold, lo, see ","Prolongation for (H2005) hen; lo! -- behold, lo, see. see HEBREW (H2005) hen "
h,2010,הֲנָחָה,Noun Feminine,hanachah,(han-aw-khaw'),a giving of rest,release ,"From (H5117) nuwach; permission of rest, i.e. Quiet -- release. see HEBREW (H5117) nuwach "
h,2011,הִנֹּם,Proper Name Location,Hinnom,(hin-nome'),a valley Southwest of Jer,Hinnom ,"Probably of foreign origin; Hinnom, apparently a Jebusite -- Hinnom. "
h,2012,הֵנַע,Noun Masculine Location,Hena,(hay-nah'),a city in Aram (Syria) or Mesopotamia,Hena ,"Probably of foreign derivation; Hena, a place apparently in Mesopotamia -- Hena. "
h,2013,הָסָה,Verb,has,(haw-saw'),hush! keep silence!,"hold peace tongue, keep silence, be silent, still ","A primitive root; to hush -- hold peace (tongue), (keep) silence, be silent, still. "
h,2014,הֲפֻגָה,Noun Feminine,haphugah,(haf-oo-gaw'),"benumbing, cessation",intermission ,From (H6313) puwg; relaxation -- intermission. see HEBREW (H6313) puwg
h,2015,הָפַךְ,Verb,haphak,(haw-fak'),"to turn, overturn","become, change, come, be converted, give, make a bed, overthrow turn, perverse, ","A primitive root; to turn about or over; by implication, to change, overturn, return, pervert -- X become, change, come, be converted, give, make (a bed), overthrow (-turn), perverse, retire, tumble, turn (again, aside, back, to the contrary, every way). "
h,2016,הֶפֶךְ,Noun Masculine,hephek,(heh'-fek),"the contrary, contrariness, perversity",contrary ,": or hephek {hay'-fek}; from (H2015) haphak; a turn, i.e. The reverse -- contrary. see HEBREW (H2015) haphak "
h,2017,הֹפֶךְ,Noun Masculine,hophek,(ho'-fek),"perversity, turning of things upside down ","perversity, turning of things upside down ","From (H2015) haphak; an upset, i.e. (abstract) perversity -- turning of things upside down. see HEBREW (H2015) haphak "
h,2018,הֲפֵכָה,Noun Feminine,haphekah,(haf-ay-kaw'),an overthrow,overthrow ,Feminine of (H2016) hephek; destruction -- overthrow. see HEBREW (H2016) hephek
h,2019,הֲפַכְפַךְ,Adjective,haphakpak,(haf-ak-pak'),crooked,froward ,By reduplication from (H2015) haphak; very perverse -- froward. see HEBREW (H2015) haphak
h,2020,הַצָּלָה,Noun Feminine,hatstsalah,(hats-tsaw-law'),deliverance,deliverance ,From (H5337) natsal; rescue -- deliverance. see HEBREW (H5337) natsal
h,2021,הֹצֶן,Noun Masculine,hotsen,(ho'-tsen),perhaps a weapon (of war),chariot ,From an unused root meaning apparently to be sharp or strong; a weapon of war -- chariot.
h,2022,הַר,Noun Masculine,har,(har),"mountain, hill, hill country","hill country, mountain, promotion ","A shortened form of (H2042) harar; a mountain or range of hills (sometimes used figuratively) -- hill (country), mount(-ain), X promotion. see HEBREW (H2042) harar "
h,2023,הֹר,Proper Name Location,Hor,(hore),two mountains in Palestine,Hor ,"Another form of (H2022) har; mountain; Hor, the name of a peak in Idumaea and of one in Syria -- Hor. see HEBREW (H2022) har "
h,2024,הָרָא,Proper Name Location,Hara,(haw-raw'),a region of N. Mesopotamia,Hara ,"Perhaps from (H2022) har; mountainousness; Hara, a region of Media -- Hara. see HEBREW (H2022) har "
h,2025,הַרְאֵל,Noun Masculine,harel,(har-ale'),altar ,altar ,"From (H2022) har and (H410) 'el; mount of God; figuratively, the altar of burnt-offering -- altar. Compare (H739) 'ariy'el. see HEBREW (H2022) har see HEBREW (H410) 'el see HEBREW (H739) 'ariy'el "
h,2026,הָרַג,Verb,harag,(haw-rag'),"to kill, slay","destroy, out of hand, kill, murderer, put to death, make slaughter, slayer, surely","A primitive root; to smite with deadly intent -- destroy, out of hand, kill, murder(-er), put to (death), make (slaughter), slay(-er), X surely. "
h,2027,הֶרֶג,Noun Masculine,hereg,(heh'-reg),a slaughter,"be slain, slaughter ","From (H2026) harag; slaughter -- be slain, slaughter. see HEBREW (H2026) harag "
h,2028,הֲרֵגָה,Noun Feminine,haregah,(har-ay-gaw'),a slaughter,slaughter ,Feminine of (H2027) hereg; slaughter -- slaughter. see HEBREW (H2027) hereg
h,2029,הָרָה,Verb,harah,(haw-raw'),"to conceive, become pregnant","been, be with child, conceive, progenitor ","A primitive root; to be (or become) pregnant, conceive (literally or figuratively) -- been, be with child, conceive, progenitor. "
h,2030,הָרֶה,Noun Feminine,harah,(haw-reh'),pregnant,"woman with child, conceive, great ","Or hariy (Hosea 14:1) {haw-ree'}; from (H2029) harah; pregnant -- (be, woman) with child, conceive, X great. see HEBREW (H2029) harah "
h,2031,הַרְהֹר,Noun Masculine,harhor,(har-hor'),"fancy, imagining",thought ,(Aramaic) from a root corresponding to (H2029) harah; a mental conception -- thought. see HEBREW (H2029) harah
h,2032,הֵרוֹן,Noun Masculine,heron or herayon,(hay-rone'),"conception, pregnancy",conception ,Or herayown {hay-raw-yone'}; from (H2029) harah; pregnancy -- conception. see HEBREW (H2029) harah
h,2033,הֲרוֹרִי,Proper Name Location,Harori,(har-o-ree'),an inhabitant of Harod,Harorite ,Another form for (H2043) Harariy; a Harorite or mountaineer -- Harorite. see HEBREW (H2043) Harariy
h,2034,הֲרִיסָה,Noun Feminine,hariycah,(har-ee-saw'),pregnant,ruin ,From (H2040) harac; something demolished -- ruin. see HEBREW (H2040) harac
h,2035,הֲרִיסוּת,Noun Feminine,harisuth,(har-ee-sooth'),"an overthrow, destruction, ruin",destruction ,From (H2040) harac; demolition -- destruction. see HEBREW (H2040) harac
h,2036,הֹרָם,Proper Name Masculine,Horam,(ho-rawm'),a Canaanite king,Horam ,"From an unused root (meaning to tower up); high; Horam, a Canaanitish king -- Horam. "
h,2037,הָרֻם,Proper Name Masculine,Harum,(haw-room'),a descendant of Judah,Harum ,"Passive participle of the same as (H2036) Horam; high; Harum, an Israelite -- Harum. see HEBREW (H2036) Horam "
h,2038,הַרְמוֹן,Proper Name Location,Harmon,(har-mone'),a place name,palace ,From the same as (H2036) Horam; a castle (from its height) -- palace. see HEBREW (H2036) Horam
h,2039,הָרָן,"proper name, masculine; proper name, of a location",Haran,(haw-rawn'),"mountaineer, a brother of Abram, also an Israelite",Haran ,"Perhaps from (H2022) har; mountaineer; Haran, the name of two men -- Haran. see HEBREW (H2022) har "
h,2040,הָרַס,Verb,haras,(haw-ras'),"to throw down, break or tear down","beat down, break down, through, destroy, overthrow, pluck down, pull down, ruin, ","A primitive root; to pull down or in pieces, break, &? Destroy -- beat down, break (down, through), destroy, overthrow, pluck down, pull down, ruin, throw down, X utterly. "
h,2041,הֶרֶס,noun masculine,heres,(heh'-res),"an overthrow, destruction",destruction ,From (H2040) harac; demolition -- destruction. see HEBREW (H2040) harac
h,2042,הרָר,Noun Masculine,harar,(haw-rawr'),"hill, mountain ","hill, mountain ","From an unused root meaning to loom up; a mountain -- hill, mount(-ain). "
h,2043,הֲרָרִי,"Adjective; proper name, of a location",Harari,(hah-raw-ree'),"mountain dweller, descriptive of two of David\'s heroes",Hararite ,"Or Harariy (2 Sam. 23:11) {haw-raw-ree'}; or Haarariy (2 Sam. 23:34, last clause), {haw-raw-ree'}; apparently from (H2042) harar; a mountaineer -- Hararite. see HEBREW (H2042) harar "
h,2044,הָשֵׁם,Proper Name Masculine,Hashem,(haw-shame'),father of one of David\'s heroes,Hashem ,"Perhaps from the same as (H2828) Chashum; wealthy; Hashem, an Israelite -- Hashem. see HEBREW (H2828) Chashum "
h,2045,הַשְׁמָעוּת,Noun Feminine,hashmauth,(hashmaw-ooth'),a causing to hear,to cause to hear ,From (H8085) shama'; announcement -- to cause to hear. see HEBREW (H8085) shama'
h,2046,הִתּוּךְ,Noun Masculine,hittuk,(hit-took'),a melting,is melted ,From (H5413) nathak; a melting -- is melted. see HEBREW (H5413) nathak
h,2047,הֲתָךְ,Proper Name Masculine,Hathak,(hath-awk'),a person official,Hatach ,"Probably of foreign origin; Hathak, a Persian eunuch -- Hatach. "
